timestamp,open,high,low,close,volume
2025-05-16 04:54:00,103839.30,103914.00,103839.30,103892.90,269.091
2025-05-16 04:57:00,103892.90,103893.00,103829.80,103876.80,154.711
2025-05-16 05:00:00,103876.80,103933.30,103876.70,103909.90,149.925
2025-05-16 05:03:00,103909.90,103948.60,103904.10,103948.60,154.584
2025-05-16 05:06:00,103948.60,103953.80,103868.80,103917.00,166.809
2025-05-16 05:09:00,103917.40,103985.90,103912.00,103924.40,176.992
2025-05-16 05:12:00,103924.30,103957.10,103890.80,103956.70,71.338
2025-05-16 05:15:00,103956.80,103995.70,103924.00,103974.30,154.353
2025-05-16 05:18:00,103974.30,104040.00,103974.30,104013.40,159.270
2025-05-16 05:21:00,104013.40,104105.50,104013.30,104105.50,174.716
2025-05-16 05:24:00,104105.50,104105.50,104000.00,104009.40,210.261
2025-05-16 05:27:00,104009.40,104023.60,103984.10,103987.40,105.811
2025-05-16 05:30:00,103987.40,103987.50,103912.20,103912.20,191.799
2025-05-16 05:33:00,103912.20,103929.90,103826.10,103847.80,279.745
2025-05-16 05:36:00,103847.90,103916.10,103773.50,103798.60,301.901
2025-05-16 05:39:00,103798.60,103837.00,103798.60,103836.90,82.492
2025-05-16 05:42:00,103836.90,103982.10,103836.80,103982.10,92.019
2025-05-16 05:45:00,103982.20,104021.50,103945.60,103965.60,145.704
2025-05-16 05:48:00,103965.70,103974.40,103931.00,103931.10,67.255
2025-05-16 05:51:00,103931.10,103956.50,103916.60,103937.40,75.494
2025-05-16 05:54:00,103937.30,103985.70,103880.20,103904.50,182.842
2025-05-16 05:57:00,103904.50,103904.50,103842.10,103859.10,96.006
2025-05-16 06:00:00,103859.20,103934.00,103818.00,103856.30,197.939
2025-05-16 06:03:00,103856.20,103954.10,103851.00,103856.10,105.614
2025-05-16 06:06:00,103856.10,103940.00,103845.00,103935.20,130.874
2025-05-16 06:09:00,103935.10,103940.00,103867.30,103873.70,112.531
2025-05-16 06:12:00,103873.80,103921.80,103850.00,103873.20,91.951
2025-05-16 06:15:00,103873.30,103978.80,103871.60,103874.20,143.330
2025-05-16 06:18:00,103874.60,103967.00,103874.60,103955.00,127.027
2025-05-16 06:21:00,103955.00,103955.10,103888.10,103923.80,76.685
2025-05-16 06:24:00,103923.80,103953.40,103892.00,103953.40,73.824
2025-05-16 06:27:00,103953.40,103956.10,103890.50,103913.60,48.274
2025-05-16 06:30:00,103913.70,104028.00,103913.60,103993.10,141.331
2025-05-16 06:33:00,103993.00,104042.60,103950.00,103951.70,124.367
2025-05-16 06:36:00,103951.80,103976.30,103893.10,103937.20,116.350
2025-05-16 06:39:00,103937.10,103979.20,103902.30,103978.90,90.648
2025-05-16 06:42:00,103978.90,103995.00,103960.20,103960.20,61.773
2025-05-16 06:45:00,103960.30,104027.80,103909.80,104001.40,192.592
2025-05-16 06:48:00,104001.40,104058.40,103981.40,103981.40,182.698
2025-05-16 06:51:00,103981.40,103984.50,103943.40,103943.50,73.832
2025-05-16 06:54:00,103943.50,103952.40,103943.40,103946.40,60.147
2025-05-16 06:57:00,103946.40,103956.50,103894.00,103948.20,126.406
2025-05-16 07:00:00,103948.20,103950.00,103802.70,103823.70,212.391
2025-05-16 07:03:00,103823.60,103992.10,103802.70,103917.80,188.857
